0	1.0
1	1.0
2	0.7421
3	1.0
4	0.9011
5	0.8272
6	1.0
7	0.8053
8	0.7411
9	1.0
10	1.0
11	1.0
12	1.0
13	1.0
14	0.8267
15	1.0
16	1.0
17	1.0
18	1.0
19	1.0
20	0.646
21	1.0
22	0.6216
23	1.0
24	1.0
25	1.0
26	1.0
27	1.0
28	1.0
29	1.0
30	1.0
31	0.7269
32	1.0
33	1.0
34	1.0
35	1.0
36	0.7811
37	0.7707
38	0.8559
39	1.0
40	1.0
41	1.0
42	1.0
43	1.0
44	1.0
45	0.8166
46	1.0
47	1.0
48	0.7613
49	1.0
50	1.0
51	0.8204
52	1.0
53	1.0
54	1.0
55	1.0
56	1.0
57	1.0
58	0.8411
59	0.7602
60	1.0
61	1.0
62	1.0
63	1.0
64	0.8952
65	0.7416
66	1.0
67	1.0
68	1.0
69	1.0
70	1.0
71	0.6795
72	1.0
73	1.0
74	1.0
75	1.0
76	1.0
77	1.0
78	1.0
79	0.4035
80	1.0
81	1.0
82	1.0
83	0.7862
84	1.0
85	1.0
86	0.7235
87	1.0
88	0.7853
89	1.0
90	1.0
91	1.0
92	0.682
93	0.8237
94	1.0
95	1.0
96	0.7965
97	1.0
98	1.0
99	1.0
100	1.0
101	1.0
102	0.722
103	1.0
104	1.0
105	1.0
106	1.0
107	1.0
108	1.0
109	1.0
110	0.6632
111	1.0
112	1.0
113	1.0
114	1.0
115	1.0
116	0.7367
117	1.0
118	1.0
119	1.0
120	0.8608
121	1.0
122	0.8434
123	1.0
124	1.0
125	1.0
126	1.0
127	1.0
128	0.8039
129	1.0
130	1.0
131	0.8222
132	1.0
133	1.0
134	1.0
135	1.0
136	1.0
137	1.0
138	1.0
139	1.0
140	1.0
141	1.0
142	1.0
143	1.0
144	0.788
145	0.8908
146	0.7332
147	0.7334
148	1.0
149	1.0
150	1.0
151	0.7746
152	1.0
153	1.0
154	1.0
155	1.0
156	1.0
157	1.0
158	1.0
159	1.0
160	1.0
161	1.0
162	1.0
163	0.625
164	0.8518
165	1.0
166	0.8648
167	1.0
168	0.8703
169	1.0
170	1.0
171	1.0
172	1.0
173	1.0
174	1.0
175	1.0
176	1.0
177	1.0
178	0.8165
179	0.8715
180	1.0
181	1.0
182	1.0
183	0.7852
184	1.0
185	1.0
186	0.66
187	1.0
188	0.662
189	1.0
190	1.0
191	1.0
192	1.0
193	0.7925
194	1.0
195	1.0
196	1.0
197	1.0
198	0.7263
199	0.7276
200	1.0
201	0.8269
